Execution,clock,current_position_x,current_position_y,target_position_x,target_position_y,move_x,move_y
1,3261,220.0,325.0,0,0,0,0
1,3277,220.0,325.0,0,0,0,0
1,3294,220.0,320.0,0,0,0,-5
1,3311,220.0,315.0,0,0,0,-5
1,3328,220.0,310.0,0,0,0,-5
1,3345,220.0,305.0,0,0,0,-5
1,3362,220.0,300.0,0,0,0,-5
1,3379,220.0,300.0,0,0,0,0
1,3396,220.0,300.0,0,0,0,0
1,3413,220.0,300.0,0,0,0,0
1,3430,220.0,300.0,0,0,0,0
1,3447,220.0,300.0,0,0,0,0
1,3464,220.0,300.0,0,0,0,0
1,3481,220.0,300.0,0,0,0,0
1,3498,220.0,300.0,0,0,0,0
1,3514,220.0,300.0,0,0,0,0
1,3531,220.0,300.0,0,0,0,0
1,3548,220.0,300.0,0,0,0,0
1,3564,220.0,300.0,0,0,0,0
1,3580,220.0,300.0,0,0,0,0
1,3597,220.0,300.0,0,0,0,0
1,3614,220.0,300.0,0,0,0,0
1,3631,220.0,300.0,0,0,0,0
1,3648,220.0,300.0,0,0,0,0
1,3665,220.0,300.0,0,0,0,0
1,3682,220.0,300.0,0,0,0,0
1,3699,220.0,300.0,0,0,0,0
1,3716,220.0,300.0,0,0,0,0
1,3733,220.0,300.0,0,0,0,0
1,3750,220.0,300.0,0,0,0,0
1,3767,220.0,300.0,0,0,0,0
1,3784,220.0,300.0,0,0,0,0
1,3801,220.0,300.0,0,0,0,0
1,3818,220.0,300.0,0,0,0,0
1,3836,220.0,300.0,0,0,0,0
1,3853,220.0,300.0,0,0,0,0
1,3870,220.0,300.0,0,0,0,0
1,3887,220.0,295.0,0,0,0,-5
1,3904,220.0,290.0,0,0,0,-5
1,3921,220.0,285.0,0,0,0,-5
1,3938,220.0,280.0,0,0,0,-5
1,3955,220.0,280.0,0,0,0,0
1,3972,220.0,275.0,0,0,0,-5
1,3989,220.0,270.0,0,0,0,-5
1,4006,220.0,270.0,0,0,0,0
1,4023,220.0,270.0,0,0,0,0
1,4039,220.0,270.0,0,0,0,0
1,4056,220.0,270.0,0,0,0,0
1,4073,220.0,270.0,0,0,0,0
1,4089,220.0,270.0,0,0,0,0
1,4106,220.0,270.0,0,0,0,0
1,4123,220.0,270.0,0,0,0,0
